seed,t,model,phase,window,accuracy,loss,rho,diff,persistence,fast_mismatch,baseline_mismatch,a_n_distance,n_move_from_temp_start,n_move_from_shift_start
0,2019,MLP,stable,other,0.96875,0.11320480704307556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2019,ChevronSlow,stable,other,0.96875,0.11275824904441833,1.0,0.1584965719045349,0.03212456001253764,0.1645748654960196,0.3581466685724962,0.04248323863858782,0.19251806298405422,0.0
0,2019,IDLGated,stable,other,0.96875,0.11027999967336655,0.002903567859902978,0.10705859357549419,0.035369754840532085,0.125250750773503,0.3942600162722702,0.04474504050450214,0.2611035426666835,0.0
0,2020,MLP,stable,other,0.953125,0.16359806060791016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020,ChevronSlow,stable,other,0.96875,0.1658787727355957,1.0,0.1371650083804904,0.03186756353243734,0.1634784712113984,0.35792568691230425,0.042336550424276295,0.1926492874257415,0.0
0,2020,IDLGated,stable,other,0.953125,0.16520407795906067,0.0028790952637791634,0.1064605469263102,0.035086796801807825,0.1244991426196153,0.3939722168029242,0.044827296777571635,0.2611045697596647,0.0
0,2021,MLP,stable,other,0.984375,0.11719593405723572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2021,ChevronSlow,stable,other,0.984375,0.10669296234846115,1.0,0.15373403905027141,0.03161262302417784,0.16308869392495334,0.35772149526444225,0.04219127167692087,0.19277991152430674,0.0
0,2021,IDLGated,stable,other,0.984375,0.10510450601577759,0.002855021506547928,0.1272888469872987,0.03480610242739336,0.12461073079432262,0.3937055334331086,0.04491298402658676,0.2611056073290842,0.0
0,2022,MLP,stable,other,0.984375,0.11117198318243027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022,ChevronSlow,stable,other,0.984375,0.10407587885856628,1.0,0.1411252483001231,0.03135972203998442,0.16221015609996012,0.35750489901747795,0.04204320276367541,0.19291285158446203,0.0
0,2022,IDLGated,stable,other,0.984375,0.10466918349266052,0.0028313379734754562,0.11735990020134494,0.03452765360797422,0.12432069757060352,0.39342918779987684,0.04498774285102341,0.2611066239335065,0.0
0,2023,MLP,stable,other,0.9375,0.15633375942707062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2023,ChevronSlow,stable,other,0.9375,0.16000643372535706,1.0,0.16675862736120112,0.03110884426366454,0.16239209495040977,0.3573141527458217,0.04189005224548655,0.1930536452780884,0.0
0,2023,IDLGated,stable,other,0.9375,0.15834851562976837,0.0028080386109650135,0.1139498539837682,0.03425143237911042,0.1239058638271301,0.39314970846606073,0.04506001492091395,0.2611076195731763,0.0
0,2024,MLP,stable,other,0.96875,0.12236537039279938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2024,ChevronSlow,stable,other,0.96875,0.12027931958436966,1.0,0.1615546592160302,0.030859973509555227,0.16235859752103457,0.3571183932522919,0.04172115831001381,0.19319406723919838,0.0
0,2024,IDLGated,stable,other,0.96875,0.11739539355039597,0.0027851148042827845,0.12312226805907205,0.033977420920077536,0.12387451999640778,0.39287968102565374,0.045144506550999,0.261108625689407,0.0
0,2025,MLP,stable,other,0.96875,0.09601414203643799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2025,ChevronSlow,stable,other,0.96875,0.0972672551870346,1.0,0.15413372033114697,0.030613093721478784,0.16202960243343906,0.3569154085793707,0.04156152539208185,0.193329695004295,0.0
0,2025,IDLGated,stable,other,0.96875,0.09723818302154541,0.0027625574730336666,0.11935814573935287,0.033705601552716916,0.12369386502612557,0.3926061594903675,0.045240958364965174,0.26110957940017154,0.0
0,2026,MLP,stable,other,0.96875,0.12769752740859985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2026,ChevronSlow,stable,other,0.96875,0.12699255347251892,1.0,0.1382503036278859,0.030368188971706952,0.16107843048121695,0.35669674347441926,0.041397573295608336,0.1934585300469681,0.0
0,2026,IDLGated,stable,other,0.96875,0.1265067756175995,0.0027403617277741432,0.11580138227094354,0.03343595674029518,0.12337816571591828,0.39232935471314806,0.045324969304019296,0.2611105226271718,0.0
0,2027,MLP,stable,other,0.96875,0.12055719643831253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2027,ChevronSlow,stable,other,0.96875,0.11765064299106598,1.0,0.14055119470657762,0.030125243459933296,0.16025734105023137,0.3564805979256514,0.04123578564841116,0.19358298908434837,0.0
0,2027,IDLGated,stable,other,0.96875,0.11782053112983704,0.002718518953770399,0.10445539325425578,0.03316846908637282,0.12262125481745177,0.39204148075168915,0.04538972656672717,0.2611114658507647,0.0
0,2028,MLP,stable,other,0.921875,0.24006947875022888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2028,ChevronSlow,stable,other,0.921875,0.23636484146118164,1.0,0.13847619253971957,0.02988424151225383,0.1593860951098109,0.35626259352026546,0.04106707459477416,0.19371979248841034,0.0
0,2028,IDLGated,stable,other,0.9375,0.2358408272266388,0.002697022631764412,0.1346429401640885,0.03290312133368183,0.12310212223131724,0.39178408221110156,0.045458368589275176,0.2611124405115647,0.0
0,2029,MLP,stable,other,0.984375,0.05541735887527466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2029,ChevronSlow,stable,other,0.984375,0.048950061202049255,1.0,0.1555317678354199,0.0296451675801558,0.15923192201883524,0.35606186269458057,0.04091866394084197,0.19386624632278962,0.0
0,2029,IDLGated,stable,other,0.984375,0.04909484460949898,0.002675865078344941,0.10276762627033253,0.03263989636301238,0.12228874239287785,0.3914950657551608,0.04555228985526773,0.26111346756954606,0.0
0,2030,MLP,stable,other,0.984375,0.10335684567689896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2030,ChevronSlow,stable,other,0.984375,0.11289907246828079,1.0,0.1446678344743192,0.02940800623951455,0.15864935851705458,0.3558504686663603,0.040781457560002496,0.19401471941929596,0.0
0,2030,IDLGated,stable,other,0.984375,0.11567772179841995,0.0026550411712378263,0.12552684875302783,0.03237877719210828,0.12241826664728385,0.3912290975381587,0.04565436524383926,0.26111452606385077,0.0
