seed,step,return_step,phase,model,combined_task1,combined_task2,a_channel_task1,a_channel_task2,n_channel_task1,n_channel_task2,rho,persistence,a_n_distance
0,380,0,task1_initial,MLP,0.9609375,0.20361328125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,380,0,task1_initial,ChevronSlow,0.98095703125,0.19873046875,0.98486328125,0.19775390625,0.96533203125,0.20703125,1.0,1.0107886338268197,0.12755937880745508
0,380,0,task1_initial,IDLGated,0.9794921875,0.19970703125,0.986328125,0.1962890625,0.96044921875,0.21435546875,0.9999998807907104,1.1113627422488617,0.13173752980585113
0,390,0,task1_initial,MLP,0.96044921875,0.1982421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,390,0,task1_initial,ChevronSlow,0.9755859375,0.193359375,0.98046875,0.19140625,0.96484375,0.20458984375,1.0,1.0040426763746513,0.12716795790965346
0,390,0,task1_initial,IDLGated,0.9765625,0.19384765625,0.97900390625,0.1904296875,0.9609375,0.2109375,0.9999998807907104,1.1034957559920482,0.13121805026061983
0,400,0,task1_initial,MLP,0.9599609375,0.20263671875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,400,0,task1_initial,ChevronSlow,0.97900390625,0.20068359375,0.97998046875,0.19677734375,0.966796875,0.21240234375,1.0,0.9968980471564616,0.12566877156011894
0,400,0,task1_initial,IDLGated,0.97998046875,0.201171875,0.9794921875,0.19482421875,0.966796875,0.21533203125,0.9999998807907104,1.0950068363241923,0.1301199327029578
0,410,0,task1_initial,MLP,0.9599609375,0.20458984375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,410,0,task1_initial,ChevronSlow,0.97900390625,0.2041015625,0.9794921875,0.1982421875,0.966796875,0.21240234375,1.0,0.9890626992899672,0.12438025810500021
0,410,0,task1_initial,IDLGated,0.97900390625,0.2041015625,0.9794921875,0.19775390625,0.96630859375,0.21533203125,0.9999998807907104,1.0856267123869958,0.1288324314420601
0,420,0,task1_initial,MLP,0.9658203125,0.19580078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,420,0,task1_initial,ChevronSlow,0.98681640625,0.1904296875,0.984375,0.1875,0.9716796875,0.20458984375,1.0,0.9799002649218698,0.12357173350275272
0,420,0,task1_initial,IDLGated,0.9853515625,0.19189453125,0.982421875,0.18701171875,0.970703125,0.21044921875,0.9999998807907104,1.0748618760863062,0.1276128061219675
0,430,0,task1_initial,MLP,0.96533203125,0.189453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,430,0,task1_initial,ChevronSlow,0.97412109375,0.18359375,0.97509765625,0.17919921875,0.97119140625,0.19921875,1.0,0.9702351300854793,0.12241057865500521
0,430,0,task1_initial,IDLGated,0.97412109375,0.18359375,0.97412109375,0.1787109375,0.97216796875,0.20458984375,0.9999997615814209,1.063456904344483,0.12619964208639847
0,440,0,task1_initial,MLP,0.966796875,0.1904296875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,440,0,task1_initial,ChevronSlow,0.98681640625,0.18994140625,0.9853515625,0.18505859375,0.97314453125,0.1982421875,1.0,0.9600126564823392,0.12036929626378685
