seed,t,model,phase,window,y,pred,correct,loss,rho,diff,persistence
6,2843,IDLGated,post_shift,post_shift_200_800,0,0.5762204490325323,0,0.8585418859225905,0.964695924136399,0.08270552602492831,0.2653552057422412
6,2844,MLP,post_shift,post_shift_200_800,1,0.6074104699292397,1,0.4985504892302118,1.0,0.0,0.0
6,2844,ChevronSlow,post_shift,post_shift_200_800,1,0.6526550442152231,1,0.4267065523559028,1.0,0.5465424154561954,0.8365239567409275
6,2844,IDLGated,post_shift,post_shift_200_800,1,0.6640601112616938,1,0.40938260459463155,0.9615806622121362,0.10572430788003995,0.26136443329568615
6,2845,MLP,post_shift,post_shift_200_800,1,0.8548812609996346,1,0.15679269571336396,1.0,0.0,0.0
6,2845,ChevronSlow,post_shift,post_shift_200_800,1,0.8578682207555912,1,0.1533047801530993,1.0,1.3572916432948907,0.8495431489047766
6,2845,IDLGated,post_shift,post_shift_200_800,1,0.8834127574617714,1,0.12396273860434422,0.9629556273106847,0.3302250600137173,0.26308594896363696
6,2846,MLP,post_shift,post_shift_200_800,1,0.7366641178358729,1,0.3056232330957376,1.0,0.0,0.0
6,2846,ChevronSlow,post_shift,post_shift_200_800,1,0.7508343303598123,1,0.2865702502754337,1.0,0.5111990508142966,0.8410845464525145
6,2846,IDLGated,post_shift,post_shift_200_800,1,0.7626087702341579,1,0.2710101311866209,0.9603994361559908,0.1369314824361302,0.2599320873004493
6,2847,MLP,post_shift,post_shift_200_800,1,0.5997830165811608,1,0.5111873282045535,1.0,0.0,0.0
6,2847,ChevronSlow,post_shift,post_shift_200_800,1,0.570564275482856,1,0.561129450850342,1.0,0.11719522739293681,0.822987313476025
6,2847,IDLGated,post_shift,post_shift_200_800,1,0.5228384227746669,1,0.6484828057194263,0.9557888309557901,0.05093868630152829,0.2547072522754763
6,2848,MLP,post_shift,post_shift_200_800,1,0.7881269902512488,1,0.2380960469671741,1.0,0.0,0.0
6,2848,ChevronSlow,post_shift,post_shift_200_800,1,0.7927277816456044,1,0.23227539289355434,1.0,0.8790321008908997,0.8243884331613969
6,2848,IDLGated,post_shift,post_shift_200_800,1,0.8058648602719517,1,0.21583921768960526,0.9556817275493997,0.2501042048397906,0.2545921760895842
6,2849,MLP,post_shift,post_shift_200_800,1,0.8565239359020039,1,0.15487301542981108,1.0,0.0,0.0
6,2849,ChevronSlow,post_shift,post_shift_200_800,1,0.8753363228384974,1,0.13314709751706458,1.0,1.1084421339959074,0.8314897756822596
6,2849,IDLGated,post_shift,post_shift_200_800,1,0.8991849054221865,1,0.10626658665822283,0.9573975236558431,0.3296438755868552,0.25646846857701594
6,2850,MLP,post_shift,post_shift_200_800,0,0.43211002435735085,1,0.5658275838786849,1.0,0.0,0.0
6,2850,ChevronSlow,post_shift,post_shift_200_800,0,0.4480113981083448,1,0.5942278816652314,1.0,1.129305337985106,0.8389351647398308
6,2850,IDLGated,post_shift,post_shift_200_800,0,0.4075778855771233,1,0.5235358670643224,0.9567737350118405,0.22885451752447217,0.25577811980070236
